0	1.923278
0.509722	1.886771
1.509722	2.191852
2.509722	1.910866
3.509722	1.942304
4.509722	2.090894
5.509722	1.92367
6.509722	1.998898
7.509722	2.137511
8.509722	1.899553
9.509722	2.092365
10.509722	1.96579
11.509722	1.993497
12.509722	2.11216
13.509722	1.896235
14.509722	2.106498
15.509722	2.091858
16.509722	1.937465
17.509722	2.299948
18.509722	2.144311
19.509722	2.230598
20.509722	2.488819
21.509722	1.896402
22.509722	2.645791
23.509722	1.982684
24.509722	1.809689
25.509722	1.618505
26.509722	2.267997
27.509722	1.984554
28.509722	2.133318
29.509722	1.953513
30.509722	1.916596
31.509722	1.852064
32.509722	1.91981
33.509722	1.938379
34.509722	1.888946
35.509722	1.964253
36.509722	1.855379
37.509722	1.914149
38.509722	1.821361
39.509722	1.911772
40.509722	1.944411
41.509722	1.865513
42.509722	1.847429
43.509722	1.862478
44.509722	1.863883
45.509722	1.853193
46.509722	1.855151
47.509722	1.853564
48.509722	1.81685
49.509722	1.998212
50.509722	1.801853
51.509722	1.861576
52.509722	1.94956
53.509722	1.877733
54.509722	1.794416
55.509722	1.838358
56.509722	1.905547
57.509722	1.903197
58.509722	1.844042
59.509722	1.81886
60.509722	1.825465
61.509722	1.942118
62.509722	1.894673
63.509722	1.811968
64.509722	1.825077
65.509722	1.878972
66.509722	1.902061
67.509722	1.855652
68.509722	1.798343
69.509722	1.824247
70.509722	1.897927
71.509722	1.928841
72.509722	1.886695
73.509722	1.837232
74.509722	1.79611
75.509722	1.8426
76.509722	1.896515
77.509722	1.871386
78.509722	1.787945
79.509722	1.806339
80.509722	1.910042
81.509722	1.925167
82.509722	1.851158
83.509722	1.783287
84.509722	1.801212
85.509722	1.875366
86.509722	1.913974
87.509722	1.888644
88.509722	1.846545
89.509722	1.831023
90.509722	1.832493
91.509722	1.866605
92.509722	1.927605
93.509722	1.908282
94.509722	1.813067
95.509722	1.799263
96.509722	1.88061
97.509722	1.931162
98.509722	1.887164
99.509722	1.804472
100.509722	1.785123
101.509722	1.858055
102.509722	1.928948
103.509722	1.90094
104.509722	1.805615
105.509722	1.785425
106.509722	1.835965
107.509722	1.904702
108.509722	1.914137
109.509722	1.862522
110.509722	1.873987
111.509722	1.868334
112.509722	1.885079
113.509722	1.891424
114.509722	1.890562
115.509722	1.844309
116.509722	1.817363
117.509722	1.831804
118.509722	1.829059
119.509722	1.84402
120.509722	1.854596
121.509722	1.857883
122.509722	1.849122
123.509722	1.932001
124.509722	1.963205
125.509722	1.866502
126.509722	1.802212
127.509722	1.826793
128.509722	1.92173
129.509722	1.944862
130.509722	1.870055
131.509722	1.82827
132.509722	1.844267
133.509722	1.920847
134.509722	1.94047
135.509722	1.864581
136.509722	1.790386
137.509722	1.932472
138.509722	2.016845
139.509722	1.781088
140.509722	1.993484
141.509722	1.91076
142.509722	1.82418
143.509722	1.920289
144.509722	1.895133
145.509722	1.788217
146.509722	2.001933
147.509722	1.86783
148.509722	1.780786
149.509722	1.842613
150.509722	1.945813
151.509722	1.897011
152.509722	1.802259
153.509722	1.804584
154.509722	1.957035
155.509722	1.956555
156.509722	1.816772
157.509722	1.791559
158.509722	1.930198
159.509722	1.987888
160.509722	1.86362
161.509722	1.793078
162.509722	1.879068
163.509722	1.9614
164.509722	1.865187
165.509722	1.768667
166.509722	1.812094
167.509722	1.94289
168.509722	1.913991
169.509722	1.795121
170.509722	1.764198
171.509722	1.908612
172.509722	1.974522
173.509722	1.815608
174.509722	1.758147
175.509722	1.882818
176.509722	2.008399
177.509722	1.804198
178.509722	1.758534
179.509722	1.983958
180.509722	1.912367
181.509722	1.735337
182.509722	1.907546
183.509722	1.990296
184.509722	1.802272
185.509722	1.760727
186.509722	1.960576
187.509722	1.930438
188.509722	1.74603
189.509722	1.817937
190.509722	1.968405
191.509722	1.912581
192.509722	1.85133
193.509722	1.84152
194.509722	1.880908
195.509722	1.931383
196.509722	1.942764
197.509722	1.934131
198.509722	1.865789
199.509722	1.794576
200.509722	1.807378
201.509722	1.903119
202.509722	1.906471
203.509722	1.859727
204.509722	1.793393
205.509722	1.798691
206.509722	1.881314
207.509722	1.939773
208.509722	1.937189
209.509722	1.877959
210.509722	1.834508
211.509722	1.837788
212.509722	1.894595
213.509722	1.952552
214.509722	1.946565
215.509722	1.84308
216.509722	1.787462
217.509722	1.838746
218.509722	1.983934
219.509722	1.918951
220.509722	1.750851
221.509722	1.808923
222.509722	1.954049
223.509722	1.91445
224.509722	1.771129
225.509722	1.786731
226.509722	1.955181
227.509722	1.975341
228.509722	1.7985
229.509722	1.772245
230.509722	1.95898
231.509722	2.013753
232.509722	2.009108
233.509722	2.010532
234.509722	2.001615
235.509722	1.999007
236.509722	2.001413
237.509722	1.992628
238.509722	2.004521
239.509722	2.00501
240.509722	2.001967
241.509722	1.990057
242.509722	1.996543
243.509722	1.995244
244.509722	2.00254
245.509722	2.000774
