0	1.502559	0.7
0.471809	1.514404	0.7
1.471809	1.522552	0.7
2.471809	1.5836	0.7
3.471809	1.55921	0.7
4.471809	1.46637	0.7
5.471809	1.520012	0.7
6.471809	1.519792	0.7
7.471809	1.47633	0.7
8.471809	1.496397	0.7
9.471809	1.492528	0.7
10.471809	1.500086	0.7
11.471809	1.507539	0.7
12.471809	1.482242	0.7
13.471809	1.449186	0.7
14.471809	1.526531	0.7
15.471809	1.470836	0.7
16.471809	1.539177	0.7
17.471809	1.518893	0.7
18.471809	1.508909	0.7
19.471809	1.526666	0.7
20.471809	1.519	0.7
21.471809	1.533571	0.7
22.471809	1.502643	0.7
23.471809	1.453846	0.7
24.471809	1.549559	0.7
25.471809	1.513396	0.7
26.471809	1.550214	0.7
27.471809	1.536553	0.7
28.471809	1.542265	0.7
29.471809	1.472464	0.7
30.471809	1.509664	0.7
31.471809	1.492034	0.7
32.471809	1.519668	0.7
33.471809	1.560811	0.7
34.471809	1.533708	0.7
35.471809	1.501536	0.7
36.471809	1.485148	0.7
37.471809	1.480295	0.7
38.471809	1.498704	0.7
39.471809	1.567294	0.7
40.471809	1.518097	0.7
41.471809	1.544821	0.7
42.471809	1.525771	0.7
43.471809	1.505615	0.7
44.471809	1.541619	0.7
45.471809	1.543477	0.7
46.471809	1.578141	0.7
47.471809	1.526325	0.7
48.471809	1.548144	0.7
49.471809	1.520448	0.7
50.471809	1.472971	0.7
51.471809	1.561736	0.7
52.471809	1.490984	0.7
53.471809	1.529633	0.7
54.471809	1.461643	0.7
55.471809	1.558102	0.7
56.471809	2.733478	0.7
57.471809	2.771086	0.7
58.471809	2.676033	0.7
59.471809	2.672697	0.7
60.471809	2.703818	0.7
61.471809	2.753099	0.7
62.471809	2.783812	0.7
63.471809	2.697709	0.7
64.471809	2.727386	0.7
65.471809	2.713766	0.7
66.471809	2.726995	0.7
67.471809	2.792017	0.7
68.471809	2.688673	0.7
69.471809	2.708674	0.7
70.471809	2.670144	0.7
71.471809	2.715715	0.7
72.471809	2.737112	0.7
73.471809	2.662658	0.7
74.471809	2.658418	0.7
75.471809	2.751233	0.7
76.471809	2.685139	0.7
77.471809	2.768316	0.7
78.471809	2.778095	0.7
79.471809	2.730695	0.7
80.471809	2.798924	0.7
81.471809	2.783655	0.7
82.471809	2.81337	0.7
83.471809	2.628031	0.7
84.471809	2.769494	0.7
85.471809	2.722603	0.7
86.471809	2.831718	0.7
87.471809	2.756089	0.7
88.471809	2.849952	0.7
89.471809	2.6105	0.7
90.471809	2.716073	0.7
91.471809	2.737938	0.7
92.471809	2.713721	0.7
93.471809	2.747556	0.7
94.471809	2.79405	0.7
95.471809	2.674878	0.7
96.471809	2.631518	0.7
97.471809	2.851304	0.7
98.471809	2.703169	0.7
99.471809	2.702464	0.7
100.471809	2.635763	0.7
101.471809	2.590422	0.7
102.471809	2.769764	0.7
103.471809	2.6676	0.7
104.471809	2.575569	0.7
105.471809	2.690056	0.7
106.471809	2.596754	0.7
107.471809	2.692123	0.7
108.471809	2.649472	0.7
109.471809	2.843162	0.7
110.471809	2.716514	0.7
111.471809	2.607896	0.7
112.471809	2.741589	0.7
113.471809	2.696673	0.7
114.471809	2.838643	0.7
115.471809	2.679439	0.7
116.471809	2.795516	0.7
117.471809	2.689561	0.7
118.471809	2.775799	0.7
119.471809	2.680607	0.7
120.471809	2.627354	0.7
121.471809	2.721967	0.7
122.471809	2.696755	0.7
123.471809	2.608284	0.7
124.471809	2.731838	0.7
125.471809	2.739541	0.7
126.471809	2.819053	0.7
127.471809	2.710822	0.7
128.471809	2.844337	0.7
129.471809	2.780911	0.7
130.471809	2.68283	0.7
131.471809	2.573847	0.7
132.471809	2.836291	0.7
133.471809	2.69858	0.7
134.471809	2.732224	0.7
135.471809	2.645702	0.7
136.471809	2.785736	0.7
137.471809	2.772954	0.7
138.471809	2.706884	0.7
139.471809	2.574658	0.7
140.471809	2.694379	0.7
141.471809	2.797534	0.7
142.471809	2.612583	0.7
143.471809	2.787062	0.7
144.471809	2.690823	0.86
145.471809	2.756275	1.01
146.471809	2.989203	1.11
147.471809	3.044941	1.24
148.471809	3.574481	1.36
149.471809	3.570198	1.44
150.471809	3.605727	1.55
151.471809	3.699429	1.67
152.471809	3.795226	1.75
153.471809	3.821852	1.87
154.471809	3.676165	1.94
155.471809	3.769021	2.04
156.471809	3.717901	2.09
157.471809	3.958233	2.1
158.471809	3.953637	2.07
159.471809	3.81884	2
160.471809	3.720969	2
161.471809	3.802202	2
162.471809	3.588131	2
163.471809	3.709961	2
164.471809	3.884375	2
165.471809	3.850484	2
166.471809	3.834958	2
167.471809	3.88274	2.07
168.471809	4.040118	2.3
169.471809	3.85453	2.41
170.471809	4.327813	2.54
171.471809	4.446301	2.65
172.471809	4.456641	2.73
173.471809	4.664346	2.84
174.471809	4.706112	2.95
175.471809	4.822414	3
176.471809	4.772345	3.06
177.471809	4.672804	3.06
178.471809	4.677824	3.04
179.471809	4.75727	3
180.471809	4.734234	3
181.471809	4.41942	3
182.471809	4.405971	3
183.471809	4.462036	2.99
184.471809	4.816084	3.2
185.471809	4.658068	3.42
186.471809	4.776015	3.58
187.471809	4.952489	3.66
188.471809	5.341769	3.77
189.471809	5.664636	3.88
190.471809	5.752945	3.95
191.471809	5.588263	4
192.471809	5.72278	4.05
193.471809	5.640361	4
194.471809	5.657347	4
195.471809	5.446189	4
196.471809	5.673807	4
197.471809	5.630781	4
198.471809	5.457029	4
199.471809	5.532575	4
200.471809	5.694679	4.29
201.471809	6.04432	4.51
202.471809	6.247423	4.61
203.471809	6.510861	4.72
204.471809	6.798247	4.83
205.471809	6.625406	4.91
206.471809	6.813117	5
207.471809	6.665239	5.04
208.471809	7.016345	5
209.471809	6.77106	5
210.471809	6.842623	5.03
211.471809	6.794083	5.28
212.471809	7.239485	5.51
213.471809	7.629724	5.66
214.471809	7.598473	5.73
215.471809	7.779995	5.84
216.471809	8.155316	5.94
217.471809	8.091698	6
218.471809	8.146656	6.04
219.471809	8.173556	6
220.471809	8.114905	6
221.471809	8.133316	6
222.471809	8.113244	6
223.471809	8.115962	6
224.471809	8.14273	6
225.471809	8.244506	6
226.471809	8.038809	6
227.471809	8.020954	6
228.471809	8.041372	6
229.471809	8.103458	6
230.471809	8.128413	6
231.471809	8.333647	6
232.471809	8.163085	6.08
233.471809	8.429045	6.43
234.471809	8.755192	6.62
235.471809	9.019312	6.71
236.471809	8.962028	6.81
237.471809	9.084082	6.92
238.471809	9.074378	7
239.471809	9.161552	7
240.471809	9.071814	7
241.471809	9.248384	7
242.471809	9.255963	7
243.471809	9.140027	7
244.471809	9.096558	6.99
245.471809	9.45628	7.39
246.471809	9.711146	7.61
247.471809	9.788663	7.71
248.471809	9.849604	7.81
249.471809	9.914279	7.91
250.471809	9.764087	7.96
251.471809	9.753876	8
252.471809	9.870707	8
253.471809	9.840288	8
254.471809	9.872891	8.29
255.471809	10.256167	8.49
256.471809	10.574572	8.68
257.471809	10.765293	8.79
258.471809	10.628605	8.86
259.471809	10.824268	8.95
260.471809	10.90256	9
261.471809	10.667265	9
262.471809	10.670556	9
263.471809	10.816384	9
264.471809	10.672657	9
265.471809	10.786662	9
266.471809	10.698937	9
267.471809	10.738055	9
268.471809	11.080104	9.26
269.471809	11.231822	9.56
270.471809	11.491328	9.69
271.471809	11.693644	9.8
272.471809	11.693305	9.9
273.471809	11.716825	9.95
274.471809	11.810382	10
275.471809	11.760458	10
276.471809	11.694019	10
277.471809	11.676145	10
278.471809	11.602711	10
279.471809	11.728965	10
280.471809	11.884691	10.2
281.471809	12.284959	10.54
282.471809	12.566545	10.68
283.471809	12.519721	10.8
284.471809	12.749269	10.9
285.471809	12.673335	10.95
286.471809	12.603674	11
287.471809	12.643278	11
288.471809	12.631261	11
289.471809	12.616628	11
290.471809	12.609581	11
291.471809	12.596726	11
292.471809	12.503742	11
293.471809	12.620415	11
294.471809	12.555815	11
295.471809	12.603332	11
296.471809	12.52861	11
297.471809	12.553029	11
298.471809	12.65168	11
299.471809	12.597158	11
300.471809	12.654813	11
301.471809	12.728476	11.39
302.471809	12.991317	11.66
303.471809	13.571279	11.76
304.471809	13.579166	11.86
305.471809	13.64385	11.94
306.471809	13.574772	12
307.471809	13.728154	12
308.471809	13.463128	12
309.471809	13.759989	12
310.471809	13.669377	12.33
311.471809	14.225429	12.62
312.471809	14.399688	12.74
313.471809	14.703755	12.84
314.471809	14.763594	12.93
315.471809	14.56943	13
316.471809	14.766543	13
317.471809	14.658846	13
318.471809	14.715367	13
319.471809	15.137437	13.47
320.471809	15.374594	13.71
321.471809	15.717479	13.8
322.471809	15.772334	13.89
