position,Año 0,Año 1,Año 2,Año 3,Año 4,Año 5,Año 6,Año 7,Año 8,Año 9,Año 10,Año 11,Año 12,Año 13,Año 14,Año 15,Año 16,Año 17,Año 18,Año 19,Año 20,Año 21,Año 22,Año 23,Año 24,Año 25,Año 26,Año 27,Año 28,Año 29,Año 30
333.3330078125,299.97396313032374,122.66996168891619,110.14081213850494,107.32071384633024,106.18003841428728,105.58604840683236,105.20655471079965,104.92920224038478,104.73975623523853,104.6084164861071,104.51491596005661,104.44657987225646,104.39534567575625,104.35626849332371,104.32598199230324,104.30217174559428,104.28312889641458,104.26769923420592,104.25507800409132,104.24468107789222,104.23606953124147,104.2289018022978,104.22290750083978,104.21787110909642,104.213617097373,104.20999880388119,104.20690402142463,104.20421354999206,104.2018627675471,104.19981400787543,104.19802691750864
339.9996643066406,299.97396313032374,210.57021680431293,164.233125897183,143.9229125691015,133.919565061405,128.47005556865506,125.08095468732085,122.89064819633452,121.42510155459536,120.41336198739664,119.69896287947003,119.17591518189941,118.78071804409315,118.47816714039011,118.2441562195503,118.0611160046698,117.91624582472427,117.8003345140596,117.70668781748462,117.63038587085009,117.56777383675639,117.51607611181878,117.47316248105209,117.43736858898943,117.40724955366922,117.38158717401028,117.35964876206634,117.33930507291838,117.32104799810949,117.30505864928195,117.2911429831949
346.6663513183594,299.97396313032374,210.57021680431293,164.233125897183,143.9229125691015,133.919565061405,128.47005556865506,125.08095468732085,122.89064819633452,121.42510155459536,120.41336198739664,119.69896287947003,119.17591518189941,118.78071804409315,118.47816714039011,118.2441562195503,118.0611160046698,117.91624582472427,117.8003345140596,117.70668781748462,117.63038587085009,117.56777383675639,117.51607611181878,117.47316248105209,117.43736858898943,117.40724955366922,117.38158717401028,117.35964876206634,117.33930507291838,117.32104799810949,117.30505864928195,117.2911429831949
353.3330078125,299.97396313032374,210.57021680431293,164.233125897183,143.9229125691015,133.919565061405,128.47005556865506,125.08095468732085,122.89064819633452,121.42510155459536,120.41336198739664,119.69896287947003,119.17591518189941,118.78071804409315,118.47816714039011,118.2441562195503,118.0611160046698,117.91624582472427,117.8003345140596,117.70668781748462,117.63038587085009,117.56777383675639,117.51607611181878,117.47316248105209,117.43736858898943,117.40724955366922,117.38158717401028,117.35964876206634,117.33930507291838,117.32104799810949,117.30505864928195,117.2911429831949
359.99969482421875,299.97396313032374,210.57021680431293,164.233125897183,143.9229125691015,133.919565061405,128.47005556865506,125.08095468732085,122.89064819633452,121.42510155459536,120.41336198739664,119.69896287947003,119.17591518189941,118.78071804409315,118.47816714039011,118.2441562195503,118.0611160046698,117.91624582472427,117.8003345140596,117.70668781748462,117.63038587085009,117.56777383675639,117.51607611181878,117.47316248105209,117.43736858898943,117.40724955366922,117.38158717401028,117.35964876206634,117.33930507291838,117.32104799810949,117.30505864928195,117.2911429831949
366.6663513183594,299.97396313032374,210.57021680431293,164.233125897183,143.9229125691015,133.919565061405,128.47005556865506,125.08095468732085,122.89064819633452,121.42510155459536,120.41336198739664,119.69896287947003,119.17591518189941,118.78071804409315,118.47816714039011,118.2441562195503,118.0611160046698,117.91624582472427,117.8003345140596,117.70668781748462,117.63038587085009,117.56777383675639,117.51607611181878,117.47316248105209,117.43736858898943,117.40724955366922,117.38158717401028,117.35964876206634,117.33930507291838,117.32104799810949,117.30505864928195,117.2911429831949
373.3330078125,299.97396313032374,275.1571270904377,240.66241646097552,213.62312752593488,194.23568464633792,180.4647641140041,170.6938708484859,163.62359104659527,158.38193840896994,154.4748929364026,151.54566909264068,149.248229219957,147.4584885143759,146.06121520439638,144.95920859906724,144.08184185156577,143.37856560154603,142.81119068144636,142.3490635381376,141.96976346008134,141.65663347150704,141.39690164680772,141.18056391782093,140.99967167186767,140.8436861389757,140.70754187253235,140.59030834858768,140.49023199532743,140.40439395684294,140.33048004480042,140.26667187915334
379.99969482421875,299.97396313032374,275.1571270904377,240.66241646097552,213.62312752593488,194.23568464633792,180.4647641140041,170.6938708484859,163.62359104659527,158.38193840896994,154.4748929364026,151.54566909264068,149.248229219957,147.4584885143759,146.06121520439638,144.95920859906724,144.08184185156577,143.37856560154603,142.81119068144636,142.3490635381376,141.96976346008134,141.65663347150704,141.39690164680772,141.18056391782093,140.99967167186767,140.8436861389757,140.70754187253235,140.59030834858768,140.49023199532743,140.40439395684294,140.33048004480042,140.26667187915334
386.6663513183594,299.97396313032374,275.1571270904377,240.66241646097552,213.62312752593488,194.23568464633792,180.4647641140041,170.6938708484859,163.62359104659527,158.38193840896994,154.4748929364026,151.54566909264068,149.248229219957,147.4584885143759,146.06121520439638,144.95920859906724,144.08184185156577,143.37856560154603,142.81119068144636,142.3490635381376,141.96976346008134,141.65663347150704,141.39690164680772,141.18056391782093,140.99967167186767,140.8436861389757,140.70754187253235,140.59030834858768,140.49023199532743,140.40439395684294,140.33048004480042,140.26667187915334
393.3330383300781,299.97396313032374,275.1571270904377,240.66241646097552,213.62312752593488,194.23568464633792,180.4647641140041,170.6938708484859,163.62359104659527,158.38193840896994,154.4748929364026,151.54566909264068,149.248229219957,147.4584885143759,146.06121520439638,144.95920859906724,144.08184185156577,143.37856560154603,142.81119068144636,142.3490635381376,141.96976346008134,141.65663347150704,141.39690164680772,141.18056391782093,140.99967167186767,140.8436861389757,140.70754187253235,140.59030834858768,140.49023199532743,140.40439395684294,140.33048004480042,140.26667187915334
