position,Año 0,Año 1,Año 2,Año 3,Año 4,Año 5,Año 6,Año 7,Año 8,Año 9,Año 10,Año 11,Año 12,Año 13,Año 14,Año 15,Año 16,Año 17,Año 18,Año 19,Año 20,Año 21,Año 22,Año 23,Año 24,Año 25,Año 26,Año 27,Año 28,Año 29,Año 30
666.666015625,299.97396313032374,122.66891398407934,110.14392836986977,107.32683455764273,106.1872243290335,105.59378173588057,105.2159745261698,104.93687437955332,104.74747423470711,104.61634175608556,104.52296987845881,104.45451324351639,104.4030925023868,104.36384651268608,104.33345750262096,104.30958454096131,104.29060229838778,104.27530105473603,104.26278247280823,104.25242700355238,104.24367076380591,104.2362660169091,104.2300150471533,104.22473101055209,104.22025228020249,104.21644298006818,104.21318979154631,104.21039949810067,104.20799571889206,104.20591601014634,104.20410914492756
669.9993286132812,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
673.3327026367188,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
676.666015625,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
679.9993896484375,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
683.3327026367188,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
686.666015625,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
689.9993896484375,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
693.3327026367188,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
696.6660766601562,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
699.9993896484375,299.97396313032374,209.61646511150343,163.26641831449987,143.09080798418273,133.1944661289824,127.81827264858029,124.49966879242342,122.37615919942903,120.96184726602984,119.99273285948513,119.30943514056594,118.80813077955372,118.43154466081678,118.14508599914613,117.92452992101185,117.75287732339294,117.61772739490004,117.51004557482761,117.42321757461471,117.3511885926945,117.28599894587101,117.23004666535768,117.18283825717458,117.14314859070947,117.10974075937847,117.0815374880087,117.05762852432524,117.03725381407698,117.0197978294459,117.00476765244728,116.99176577266223
703.332763671875,299.97396313032374,273.83723512566735,238.2742914105775,210.78985509351915,191.29534522061005,177.6006418270372,167.93687118003226,161.00991347929053,155.91614303200296,152.18272192606176,149.3283809441578,147.13991989378437,145.46219015298485,144.1639660606506,143.1490843404785,142.348257697868,141.71029699033892,141.19813616940232,140.77925321567102,140.42424702757634,140.12907610753797,139.88322960743102,139.6782205151866,139.5068932907939,139.36328923198968,139.242475923417,139.14036203698527,139.0535466859373,138.97932808752472,138.9155889389594,138.86060294158227
